timestamp,power_demand_mw,wind_turbine_power_mw,solar_power_mw,coal_turbine_power_mw
2023-06-15 00:12:25,311.9543,0.3425,0.0054,197.656147533589
2023-06-15 00:12:30,310.7226,0.3185,0.0346,202.39869746537155
2023-06-15 00:12:35,310.3548,0.3495,0.0,196.35857916073746
2023-06-15 00:12:40,310.6527,0.3067,0.0,202.40655377592086
2023-06-15 00:12:45,310.9257,0.3001,0.0017,199.22724230408093
2023-06-15 00:12:50,310.3146,0.3166,0.0,196.0563770554123
2023-06-15 00:12:55,310.2108,0.3323,0.0069,202.43801158653145
2023-06-15 00:13:00,310.6421,0.3269,0.0207,196.374027106075
2023-06-15 00:13:05,311.1271,0.2997,0.0,200.1763059430033
2023-06-15 00:13:10,309.8883,0.3381,0.0257,196.9851497049445
2023-06-15 00:13:15,311.8891,0.3466,0.0,203.28811130436682
2023-06-15 00:13:20,310.8424,0.3641,0.0,196.5793384836593
2023-06-15 00:13:25,309.9648,0.3447,0.0,201.25163564995404
2023-06-15 00:13:30,310.2661,0.2927,0.003,202.90671551136498
2023-06-15 00:13:35,309.6723,0.3291,0.0,201.95508898112968
2023-06-15 00:13:40,311.3504,0.3041,0.0,199.3340708533051
2023-06-15 00:13:45,309.6546,0.3255,0.0214,203.43450915890756
2023-06-15 00:13:50,311.2531,0.3246,0.006,197.4178219956254
2023-06-15 00:13:55,310.7362,0.2979,0.0,196.363107562715
2023-06-15 00:14:00,310.3713,0.2965,0.0421,195.6601812363747
2023-06-15 00:14:05,309.6154,0.3517,0.0,202.7232644072686
2023-06-15 00:14:10,308.6005,0.3275,0.0092,203.5181305452583
2023-06-15 00:14:15,310.3426,0.3148,0.0168,203.36488998447865
2023-06-15 00:14:20,309.9706,0.329,0.0537,198.32700221263028
2023-06-15 00:14:25,310.6316,0.3569,0.0342,204.5027339827272
2023-06-15 00:14:30,310.0714,0.3378,0.0,204.85092649293833
2023-06-15 00:14:35,310.4993,0.3237,0.0,203.1738126520417
2023-06-15 00:14:40,311.6573,0.3373,0.0253,195.25746230952046
2023-06-15 00:14:45,310.0146,0.2993,0.0,203.59135635463267
2023-06-15 00:14:50,311.6072,0.3507,0.008,196.7110586434495
2023-06-15 00:14:55,310.7666,0.2702,0.0,196.70107323816887
2023-06-15 00:15:00,311.3631,0.3145,0.0013,198.79849795914353
2023-06-15 00:15:05,309.8962,0.354,0.006,202.44515599465052
2023-06-15 00:15:10,309.3198,0.3654,0.0,196.96160729108664
2023-06-15 00:15:15,309.7439,0.3107,0.0,201.11933414221707
2023-06-15 00:15:20,310.4221,0.332,0.0196,204.33507702065305
2023-06-15 00:15:25,310.6705,0.3363,0.0,196.13517375437416
2023-06-15 00:15:30,310.2137,0.3098,0.0,204.76555553805943
2023-06-15 00:15:35,310.0897,0.3123,0.0,197.97625873789417
2023-06-15 00:15:40,309.9488,0.3043,0.0,199.8966894183108
2023-06-15 00:15:45,309.6556,0.3178,0.0018,203.3270795344065
2023-06-15 00:15:50,309.0162,0.2818,0.0,201.64399577585573
2023-06-15 00:15:55,309.8179,0.3336,0.0004,204.76367994532225
2023-06-15 00:16:00,310.4811,0.3451,0.0,196.5643599894357
2023-06-15 00:16:05,311.5368,0.2957,0.0,203.82024086104326
2023-06-15 00:16:10,309.8722,0.3055,0.0,203.22526760741596
2023-06-15 00:16:15,309.8366,0.3492,0.0107,201.75538241081506
2023-06-15 00:16:20,309.1749,0.3231,0.0,195.02872074940575
2023-06-15 00:16:25,311.5215,0.3484,0.0,198.64804961978473
2023-06-15 00:16:30,309.9041,0.3189,0.02,203.31175859765193
2023-06-15 00:16:35,310.1967,0.299,0.0,200.95296707511125
2023-06-15 00:16:40,309.8427,0.3211,0.0063,200.93166515206815
2023-06-15 00:16:45,311.0238,0.3367,0.0,195.69109930445575
2023-06-15 00:16:50,309.5051,0.2923,0.0019,201.57812548746975
2023-06-15 00:16:55,309.5032,0.2935,0.0265,196.80793171529476
2023-06-15 00:17:00,310.421,0.325,0.0315,198.63974797544964
2023-06-15 00:17:05,309.2505,0.3418,0.0,195.77927234737876
2023-06-15 00:17:10,310.4351,0.337,0.0,199.99392367761865
2023-06-15 00:17:15,310.9612,0.3016,0.0,197.7012806659589
2023-06-15 00:17:20,309.5577,0.3422,0.0058,199.32996708033053
2023-06-15 00:17:25,308.9852,0.3477,0.0,204.34320576696385
2023-06-15 00:17:30,308.7994,0.289,0.0,200.96897878419955
2023-06-15 00:17:35,309.768,0.2926,0.0228,204.27390571552127
2023-06-15 00:17:40,310.0928,0.3162,0.0045,199.5713369856669
2023-06-15 00:17:45,308.9395,0.3238,0.0204,197.0299237397279
2023-06-15 00:17:50,310.0829,0.3224,0.015,197.83874141716288
2023-06-15 00:17:55,310.3308,0.33,0.0,201.04008859419218
2023-06-15 00:18:00,309.8756,0.3352,0.0021,199.0178831169496
2023-06-15 00:18:05,309.7733,0.3017,0.0,200.5594582758159
2023-06-15 00:18:10,308.7792,0.3256,0.0,197.00537236344493
2023-06-15 00:18:15,309.8118,0.3319,0.0,201.7869115392742
2023-06-15 00:18:20,308.9931,0.3198,0.0,201.75418954077324
2023-06-15 00:18:25,310.9668,0.3236,0.0131,198.52957065320484
2023-06-15 00:18:30,309.5887,0.3206,0.0,201.71681871542532
2023-06-15 00:18:35,309.5367,0.2973,0.023,197.71375800934294
2023-06-15 00:18:40,310.46,0.3053,0.0054,203.80821764901108
2023-06-15 00:18:45,308.2593,0.3473,0.0,195.2419004070936
2023-06-15 00:18:50,308.6201,0.3,0.0,197.50084781121473
2023-06-15 00:18:55,309.7044,0.3441,0.0217,199.87991661564962
2023-06-15 00:19:00,310.6353,0.3446,0.0347,203.56815793010216
2023-06-15 00:19:05,309.6475,0.3063,0.0,198.6963061960513
2023-06-15 00:19:10,310.713,0.3171,0.0,203.17509653525929
2023-06-15 00:19:15,309.6302,0.3431,0.0025,202.08190519048685
2023-06-15 00:19:20,309.7541,0.3303,0.0,200.80562342824317
2023-06-15 00:19:25,308.9514,0.3387,0.0138,197.14848200091154
2023-06-15 00:19:30,308.5996,0.326,0.04,199.45141106869926
2023-06-15 00:19:35,309.8145,0.3331,0.0097,203.14706500534143
2023-06-15 00:19:40,309.3925,0.3392,0.0,202.43356331229492
2023-06-15 00:19:45,309.6287,0.3182,0.0235,203.96513946227662
2023-06-15 00:19:50,309.7791,0.3346,0.0104,201.55218874822577
2023-06-15 00:19:55,310.3485,0.2729,0.0,199.508672235092
2023-06-15 00:20:00,310.661,0.3032,0.0234,199.09472894006007
2023-06-15 00:20:05,309.4632,0.3289,0.0,198.7554482710621
2023-06-15 00:20:10,310.6372,0.3189,0.0,204.7021309307896
2023-06-15 00:20:15,308.8251,0.3456,0.0,199.52105089141324
2023-06-15 00:20:20,308.9147,0.3275,0.0274,200.7362405858352
2023-06-15 00:20:25,310.2282,0.3532,0.0067,204.46956872566417
2023-06-15 00:20:30,310.5981,0.3059,0.0,202.32791436688856
2023-06-15 00:20:35,309.8006,0.325,0.0,204.22620819761283
2023-06-15 00:20:40,310.0478,0.2988,0.0,199.7181953828081
2023-06-15 00:20:45,308.7956,0.3316,0.0,203.13648930419552
2023-06-15 00:20:50,308.7875,0.3063,0.0,202.46234085747813
2023-06-15 00:20:55,309.1712,0.3191,0.0033,204.35774281336515
2023-06-15 00:21:00,308.6187,0.3591,0.0302,195.17167197263643
2023-06-15 00:21:05,310.1244,0.3191,0.0311,199.06993227427665
2023-06-15 00:21:10,309.0143,0.3255,0.0,196.46785598619581
2023-06-15 00:21:15,309.7383,0.3342,0.0,196.90644155512146
2023-06-15 00:21:20,308.5759,0.3489,0.0204,199.29334557047633
2023-06-15 00:21:25,310.4146,0.3451,0.0238,204.36063202561124
2023-06-15 00:21:30,309.9479,0.3768,0.0127,203.9477550768576
2023-06-15 00:21:35,307.5974,0.3392,0.0508,195.1638513573018
2023-06-15 00:21:40,310.1901,0.3109,0.0,203.74786519526543
2023-06-15 00:21:45,309.0164,0.3231,0.0,195.1154073228702
2023-06-15 00:21:50,307.8213,0.2959,0.0084,198.06814279790754
2023-06-15 00:21:55,309.0967,0.3206,0.0082,204.98444155671982
2023-06-15 00:22:00,308.781,0.3339,0.0076,199.33142060397935
2023-06-15 00:22:05,308.6774,0.3285,0.0006,200.34149129794216
2023-06-15 00:22:10,309.9534,0.3593,0.0197,201.50329207361585
2023-06-15 00:22:15,309.0317,0.3708,0.0,202.2163983046059
2023-06-15 00:22:20,307.7783,0.3198,0.0,204.04988058403646
2023-06-15 00:22:25,309.8747,0.3566,0.0,198.63954217660583
2023-06-15 00:22:30,308.7137,0.3643,0.0207,202.5198329813993
2023-06-15 00:22:35,308.7207,0.3282,0.0096,202.7320015358692
2023-06-15 00:22:40,309.3813,0.3509,0.0,200.1048686805037
2023-06-15 00:22:45,308.9769,0.3187,0.0,199.63772959614568
2023-06-15 00:22:50,308.964,0.3424,0.0,197.41745117009114
2023-06-15 00:22:55,308.5894,0.3478,0.0,203.59055971522517
2023-06-15 00:23:00,308.6466,0.348,0.0061,195.4114781910738
2023-06-15 00:23:05,309.3162,0.3617,0.0037,197.3977970965708
2023-06-15 00:23:10,308.2908,0.3396,0.0,201.31631523686687
2023-06-15 00:23:15,309.4179,0.3368,0.0,201.00074563061978
2023-06-15 00:23:20,309.8686,0.3152,0.0565,195.19855738850046
2023-06-15 00:23:25,309.5527,0.3676,0.0041,199.30193924514484
2023-06-15 00:23:30,308.4322,0.3858,0.0,195.54410036978032
2023-06-15 00:23:35,308.2174,0.3322,0.0357,202.3132550912459
2023-06-15 00:23:40,308.3122,0.3466,0.0,198.82204469572613
2023-06-15 00:23:45,307.1392,0.3148,0.0,198.00349388277456
2023-06-15 00:23:50,308.8192,0.3212,0.0,204.20418350848863
2023-06-15 00:23:55,308.378,0.3557,0.0,195.49950424006116
2023-06-15 00:24:00,309.3731,0.3634,0.0101,197.5198774849903
2023-06-15 00:24:05,308.7402,0.3194,0.0057,196.24453614443416
2023-06-15 00:24:10,308.9595,0.3328,0.0,201.93854688681026
2023-06-15 00:24:15,308.5987,0.3078,0.0,201.82655157136728
2023-06-15 00:24:20,309.7833,0.329,0.0,202.0809452612139
2023-06-15 00:24:25,308.3529,0.3284,0.0,197.33256602485568
2023-06-15 00:24:30,308.1621,0.3083,0.0331,201.43410832021505
2023-06-15 00:24:35,309.1918,0.3477,0.0288,197.4289776607537
2023-06-15 00:24:40,308.5649,0.324,0.0025,204.56627198472842
2023-06-15 00:24:45,307.8875,0.3211,0.0,203.41002578813357
2023-06-15 00:24:50,308.8651,0.3822,0.0239,200.25892498176532
2023-06-15 00:24:55,308.6136,0.3457,0.0,196.112301912571
2023-06-15 00:25:00,309.6833,0.3231,0.0,200.26989777961057
2023-06-15 00:25:05,308.1923,0.3543,0.0047,201.708000364253
2023-06-15 00:25:10,309.1399,0.3655,0.022,198.0245177460631
2023-06-15 00:25:15,309.1439,0.3232,0.0,198.4019901143122
2023-06-15 00:25:20,309.4575,0.3175,0.0152,201.86117748170872
2023-06-15 00:25:25,309.0912,0.3128,0.0,196.96394767166632
2023-06-15 00:25:30,307.463,0.3433,0.0,196.0878600927135
2023-06-15 00:25:35,308.3,0.3237,0.0158,201.4611822089966
2023-06-15 00:25:40,308.0686,0.3675,0.0213,199.33178137009762
2023-06-15 00:25:45,308.4733,0.3154,0.0155,198.46629671057667
2023-06-15 00:25:50,308.7787,0.3535,0.0,196.66801661432393
2023-06-15 00:25:55,308.5779,0.3139,0.0,197.33204660480683
2023-06-15 00:26:00,308.0631,0.3249,0.0,197.45455453242693
2023-06-15 00:26:05,308.5232,0.3548,0.0,196.99121830686695
2023-06-15 00:26:10,309.3724,0.324,0.0,201.91357529261504
2023-06-15 00:26:15,308.9042,0.3624,0.0363,196.25527395034158
2023-06-15 00:26:20,308.356,0.3215,0.0116,196.09623207905648
2023-06-15 00:26:25,307.2284,0.3285,0.0144,196.51269230113954
2023-06-15 00:26:30,307.9823,0.3561,0.0077,196.53369195555788
2023-06-15 00:26:35,308.584,0.3437,0.0,195.83156459017593
2023-06-15 00:26:40,307.9194,0.3301,0.0,197.0133171670225
2023-06-15 00:26:45,308.0463,0.3441,0.0,196.6166351346856
2023-06-15 00:26:50,307.6174,0.3415,0.0037,201.49844166695306
2023-06-15 00:26:55,308.2316,0.3088,0.0331,195.1102979589618
2023-06-15 00:27:00,307.9105,0.3638,0.0205,201.1184214136799
2023-06-15 00:27:05,308.8652,0.3537,0.0,197.56406110538023
2023-06-15 00:27:10,307.8975,0.3743,0.0,197.85137004908387
2023-06-15 00:27:15,307.7228,0.3368,0.014,203.34432540704577
2023-06-15 00:27:20,307.4551,0.371,0.001,197.50223371459668
2023-06-15 00:27:25,308.3213,0.3422,0.0,201.94237122695662
2023-06-15 00:27:30,308.0722,0.3232,0.0174,201.63895793013592
2023-06-15 00:27:35,308.0591,0.3846,0.0,203.7266862198316
2023-06-15 00:27:40,307.4788,0.3692,0.0087,195.9684220894559
2023-06-15 00:27:45,307.9783,0.3194,0.0465,198.99846129766658
2023-06-15 00:27:50,308.8261,0.3147,0.0262,202.78702368863037
2023-06-15 00:27:55,308.6247,0.3494,0.0,204.04359712767913
2023-06-15 00:28:00,308.9897,0.3693,0.0,200.93380736757686
2023-06-15 00:28:05,308.3726,0.3693,0.0235,200.0393539255317
2023-06-15 00:28:10,307.2415,0.361,0.0,196.84413912828754
2023-06-15 00:28:15,308.057,0.3788,0.0,198.72165998857102
2023-06-15 00:28:20,307.9853,0.3684,0.0,202.6445426435065
2023-06-15 00:28:25,308.4281,0.3579,0.0014,196.8072637512532
2023-06-15 00:28:30,308.7251,0.3625,0.0,203.5930084558635
2023-06-15 00:28:35,307.2926,0.3451,0.0,195.56865540525584
2023-06-15 00:28:40,307.9315,0.2921,0.0,202.24405505074122
2023-06-15 00:28:45,308.7682,0.3791,0.0,202.07396845095712
2023-06-15 00:28:50,307.2161,0.323,0.0172,197.88893633454424
2023-06-15 00:28:55,308.3091,0.3387,0.0007,196.4474409237769
2023-06-15 00:29:00,308.7498,0.3188,0.0,198.6194932405809
2023-06-15 00:29:05,307.0255,0.3372,0.0207,195.5248251394711
2023-06-15 00:29:10,307.7304,0.3293,0.0201,204.70040946043082
2023-06-15 00:29:15,306.1023,0.3294,0.0,201.32712828652072
2023-06-15 00:29:20,307.4937,0.3333,0.0,196.81998799888623
2023-06-15 00:29:25,308.1938,0.3622,0.0103,199.4672359653493
2023-06-15 00:29:30,307.8831,0.3708,0.011,197.98859774171788
2023-06-15 00:29:35,307.5999,0.3058,0.0,195.93833334760237
2023-06-15 00:29:40,308.3327,0.3243,0.047,202.30548428037807
2023-06-15 00:29:45,307.2032,0.363,0.009,202.83439809620324
2023-06-15 00:29:50,308.3639,0.3739,0.0,203.42510979082144
2023-06-15 00:29:55,307.3793,0.3452,0.0,199.54429113840828
2023-06-15 00:30:00,308.7145,0.3704,0.0,202.38043600062448
2023-06-15 00:30:05,308.0683,0.3548,0.0006,196.63617281940247
2023-06-15 00:30:10,308.1221,0.3654,0.0061,199.21628476382688
2023-06-15 00:30:15,307.8833,0.3586,0.0315,204.0555381022011
2023-06-15 00:30:20,306.9126,0.328,0.0076,201.4272179814428
2023-06-15 00:30:25,308.6462,0.3582,0.0,204.71244350970875
2023-06-15 00:30:30,307.1498,0.3562,0.0,201.80802407984038
2023-06-15 00:30:35,309.4739,0.3375,0.0,202.09204493276354
2023-06-15 00:30:40,307.8145,0.344,0.0,204.6987538870701
2023-06-15 00:30:45,306.7135,0.3496,0.0,201.45755567392666
2023-06-15 00:30:50,308.6914,0.3691,0.0052,198.36310486915494
2023-06-15 00:30:55,307.7774,0.3801,0.0185,198.40972572462334
2023-06-15 00:31:00,307.6089,0.3445,0.0,199.04783156653608
2023-06-15 00:31:05,306.6052,0.3459,0.0,197.18899304701011
2023-06-15 00:31:10,308.5428,0.365,0.0233,204.51359190385455
2023-06-15 00:31:15,307.3379,0.3371,0.0,203.9379593621649
2023-06-15 00:31:20,307.5615,0.3471,0.0154,201.66483104758896
2023-06-15 00:31:25,307.2381,0.334,0.0,203.79705342854382
2023-06-15 00:31:30,307.0825,0.3532,0.0005,202.03770481834738
2023-06-15 00:31:35,306.2849,0.344,0.0022,196.33030651061702
2023-06-15 00:31:40,308.1461,0.326,0.0,202.59437661378783
2023-06-15 00:31:45,306.3487,0.3584,0.0,202.0125236341687
2023-06-15 00:31:50,306.7531,0.3438,0.0212,201.83698603496873
2023-06-15 00:31:55,306.48,0.3363,0.0018,200.49624523687797
2023-06-15 00:32:00,307.3977,0.3622,0.0074,200.1458271974818
2023-06-15 00:32:05,306.6232,0.3,0.0035,195.26452418605655
2023-06-15 00:32:10,307.7954,0.3765,0.0027,201.93022383611023
2023-06-15 00:32:15,308.1853,0.3692,0.0056,198.23552973459422
2023-06-15 00:32:20,307.1143,0.3612,0.0,196.0591863979454
2023-06-15 00:32:25,306.7577,0.3388,0.0051,199.94579291154977
2023-06-15 00:32:30,306.5712,0.369,0.0098,198.0789183239908
2023-06-15 00:32:35,306.9883,0.3659,0.0,201.1263410293228
2023-06-15 00:32:40,306.944,0.352,0.0393,199.47771124445336
2023-06-15 00:32:45,306.0381,0.3722,0.0074,204.0050203585868
2023-06-15 00:32:50,307.1912,0.3565,0.0,203.33432698706847
